Distance to Waterway (m),Drainage Direction,Elevation,Fine Earth Density (kg / m^3),Height Above Nearest Drainage (m),Landform Type,Nearest Water Type,Population - 1 km,Population - 10 km,Population - 5 km,Slope (degrees),Soil Clay Fraction,Soil Great Group,Soil Sand Fraction,Upstream Drainage Area (km^2),area,area (km^2),country,id,place_name,risk,type,coordinates,Wind Speed (m/s)
77.21351714136699,south,87,145,1.1999969482421875,Valley,canal,1218,103805,62615,3.737669038280183,0.24,0,0.36,0.006470870692282915,4424.323150441699,0.004424323150441699,Albania,8f1ed4760b82d0b,"Katund i Ri, Bradashesh, Elbasan municipality, Elbasan County, Central Albania, 3009, Albania",0.34499936922067886,Point,"[20.051691321731486, 41.08427176164412]",
694.7010571928442,southwest,66,153,28.400001525878906,Lower slope (warm),canal,953,31075,10951,2.313001380918745,0.27,1,0.37,0.1747925579547882,286.68951414085325,0.00028668951414085323,Albania,8f1ed4730901aac,"Rruga Egnatia, Karinë, Bashkia Peqin, Elbasan County, Central Albania, 3506, Albania",0.17095396947737349,Point,"[19.763624663153855, 41.05077132593037]",
433.68318551022185,southeast,244,144,12.899993896484375,Lower slope (warm),drain,63,5854,4882,4.611693821998504,0.28,1,0.33,0.006550708785653114,794.6849173319566,0.0007946849173319566,Albania,8f1ed0193754814,"SH75, Qendër Piskovë, Përmet, Bashkia Përmet, Gjirokastër County, Southern Albania, 6405, Albania",0.1869117375766722,Point,"[20.329546387631222, 40.25647042523135]",
54.28531466396171,southeast,118,151,0.7999954223632812,Valley,river,492,527615,60950,1.30304231374065,0.25,2,0.33,0.006452811416238546,1918.5030206869649,0.001918503020686965,Albania,8f1ed4002605329,"Petrelë, Tirana Municipality, Tirana County, Central Albania, 1034, Albania",0.3272573844837904,Point,"[19.83544882625199, 41.2690947399105]",
157.67671319174374,west,813,141,3.20001220703125,Valley,river,172,17291,7714,0.9274099368650546,0.23,1,0.4,0.013011908158659935,6274.762716206793,0.006274762716206793,Albania,8f1ed0842c31535,"Libonik, Bashkia Maliq, Korçë County, Southern Albania, 7021, Albania",0.3109458644725628,Point,"[20.68054167983926, 40.72184477251915]",
135.02272036325257,southeast,25,153,3.5999984741210938,Lower slope (flat),river,386,39729,20727,1.0245113877553849,0.29,0,0.25,0.006496897432953119,7486.97882172792,0.00748697882172792,Albania,8f1ed46135aaa0e,"Tapi, Perondi, Bashkia Kuçovë, Berat County, Southern Albania, 5306, Albania",0.2998742286894003,Point,"[19.891451908987246, 40.815878295548174]",
606.7392808246788,northwest,363,158,19.79998779296875,Upper slope,dam,1044,44603,15828,16.65285417034708,0.26,2,0.37,0.012859499081969261,866.6665339833647,0.0008666665339833648,Albania,8f1ed48d279ea4e,"Krujë, Kruje, Durrës County, Northern Albania, 1501, Albania",0.20777913122353253,Point,"[19.771404110229454, 41.5048439870618]",
71.01250335189474,northwest,3,130,3.6999998092651367,Lower slope (flat),canal,5982,107444,80860,1.5555955609042127,0.22,14,0.35,0.0063744098879396915,3585.9790827028473,0.003585979082702847,Albania,8f1ef22a4cc94ea,"West Bypass, Bahçe Çakajve, Salo Halili, Lagjja 1, Shkodër, Shkodër Municipality, Shkodër County, Northern Albania, 4001-4007, Albania",0.3669574824884583,Point,"[19.49174465583837, 42.06497133988233]",
527.3849525791626,northwest,95,149,8,Lower slope,canal,22392,750648,314537,0.3091606457115311,0.25,0,0.33,0.006448086816817522,518.8380305478146,0.0005188380305478146,Albania,8f1ed40301a38a4,"Rruga Fabrika e Qelqit, Njësia Bashkiake Nr. 6, Tiranë, Tirana Municipality, Tirana County, Central Albania, 1001-1028, Albania",0.2337581800949855,Point,"[19.766452909838712, 41.317644518118115]",
146.30614785713624,southeast,160,155,6.3000030517578125,Lower slope,stream,1281,86744,15387,2.2513417448881987,0.26,2,0.36,0.006465130485594273,2641.0938586573748,0.002641093858657375,Albania,8f1ed4382d514cd,"Griqan i Poshtëm, Labinot Fushë, Elbasan municipality, Elbasan County, Central Albania, 3010, Albania",0.2975129931496742,Point,"[20.148173577227062, 41.14287832138465]",
85.5932556173328,east,-3,146,0.3999999761581421,Lower slope (flat),canal,4765,162939,102833,0.5149672801980486,0.28,1,0.29,0.006444665603339672,1477.473349166076,0.001477473349166076,Albania,8f1ed4cec542420,"Rruga Sulo Bogdo 2, Spitallë, Durrës, Bashkia Durrës, Durrës County, Northern Albania, 2001, Albania",0.3085449722734764,Point,"[19.452348156698744, 41.35218370922508]",
1561.8504436042167,southwest,11,160,3,Lower slope (flat),canal,735,90405,11649,0.8725789827400187,0.27,1,0.29,0.0065045482479035854,2630.7688114817174,0.0026307688114817172,Albania,8f1ed6b412a1334,"Kuman, Bashkia Roskovec, Fier County, Southern Albania, 9315, Albania",0.18253579649299603,Point,"[19.663774426119357, 40.7369800289168]",
1429.9618565621724,southwest,140,152,29.900009155273438,Upper slope (warm),lake,163,48156,12522,15.932248538095251,0.26,1,0.35,0.013002113439142704,398.6647442627747,0.00039866474426277475,Albania,8f1ed46a2641a80,"Ura Vajgurore, Bashkia Ura Vajgurore, Berat County, Southern Albania, 5007, Albania",0.13533479849480132,Point,"[19.817331358069577, 40.77284885670159]",
201.2167201479654,south,61,146,14.500003814697266,Valley,stream,491,50280,8022,8.183581747543435,0.28,3,0.31,0.08366242796182632,399.6720829342438,0.0003996720829342438,Albania,8f1ed4c4cb54822,"Manëz, Bashkia Durrës, Durrës County, Northern Albania, 2011, Albania",0.22293457316082263,Point,"[19.594892250759134, 41.443296128422794]",
837.2922468621903,southeast,8,151,4,Lower slope (warm),ditch,254,56520,17403,2.154966398844677,0.28,0,0.32,0.006425733678042889,157.83829835580784,0.00015783829835580785,Albania,8f1ed488a940ad0,"Thumanë, Kruje, Durrës County, Northern Albania, 1503, Albania",0.1327200352570393,Point,"[19.696265209093617, 41.54538546901441]",
371.1888678183388,south,-1,137,2.1000001430511475,Lower slope (flat),coastline,11874,169989,117779,0.5147945883441025,0.22,2,0.39,0.006447999272495508,1377.082567209782,0.001377082567209782,Albania,8f1ed4ceaad1199,"Durrës, Bashkia Durrës, Durrës County, Northern Albania, 2001, Albania",0.280488307146051,Point,"[19.46959677250352, 41.317995180487635]",
43.80059617267175,southeast,100,150,11.599998474121094,Lower slope (warm),lake,6466,739000,327568,1.7509646969354904,0.26,2,0.34,0.006445970386266708,1181.6867876778401,0.0011816867876778402,Albania,8f1ed4034106041,"Rruga Hani, Han (Mëzez), Kashar, Tirana Municipality, Tirana County, Central Albania, 1051, Albania",0.34190239576017173,Point,"[19.752955351487987, 41.33929257280818]",
971.459738775777,west,206,138,34.59999084472656,Lower slope,river,103,7981,4704,8.379375943587458,0.29,3,0.33,0.032002635300159454,2258.272144909164,0.002258272144909164,Albania,8f1ed495d79caee,"SH30, Ndërfan, Rrëshen, Bashkia Mirditë, Lezhë County, Northern Albania, 4601, Albania",0.1739330048556796,Point,"[19.885654869792166, 41.80129812868051]",
96.19069145963931,north,94,149,31.900001525878906,Upper slope,lake,1080,76692,21401,6.414726782540124,0.26,1,0.36,0.006432720925658941,2318.9046254017962,0.0023189046254017964,Albania,8f1ed4123356649,"Fushë-Krujë, Kruje, Durrës County, Northern Albania, 1502, Albania",0.310706645953151,Point,"[19.75363615608216, 41.473883060972796]",
47.760844257054906,northwest,11,156,0.6999998092651367,Lower slope (flat),canal,2082,87959,59368,0.6183032897809555,0.26,1,0.31,0.006503737065941095,4145.354358522911,0.0041453543585229105,Albania,8f1ed6b73ae8195,"Qendër, Bashkia Fier, Fier County, Southern Albania, 9301-9305, Albania",0.35738815713667765,Point,"[19.573821085106573, 40.744888391756156]",
585.1976914137703,northwest,404,132,112.69998168945312,Upper slope,river,532,25099,17403,7.937533440110844,0.24,5,0.36,0.025496074929833412,8443.476711028892,0.008443476711028892,Albania,8f1ef3465d5e8b0,"Rruga Drini i Zi, Kukës, Bashkia Kukës, Kukës County, Northern Albania, 8501, Albania",0.2649174263086482,Point,"[20.40177236503236, 42.070032297187815]",
516.148976684991,southwest,88,152,23.199996948242188,Upper slope (flat),river,515,14499,8644,1.2478276143914648,0.23,2,0.42,0.006357966456562281,3320.9626754902065,0.0033209626754902065,Albania,8f1ef2316810580,"Koplik, Bashkia Malësi e Madhe, Shkodër County, Northern Albania, 4301, Albania",0.2538184517007396,Point,"[19.433626931665707, 42.22995942278304]",
439.3587180720285,east,9,163,1.5,Lower slope (flat),stream,4093,50747,27959,0.8747977823678881,0.28,0,0.28,0.006485913414508104,8601.465739297812,0.008601465739297811,Albania,8f1ed47a29ae05b,"Lushnjë, Bashkia Lushnjë, Fier County, Southern Albania, 9001, Albania",0.2767055123652794,Point,"[19.697555644207583, 40.92952646149839]",
197.1485509456635,northwest,0,145,0.19999998807907104,Lower slope (flat),stream,11023,78947,69533,0.7399136079774362,0.24,1,0.36,0.03264651075005531,627.3965434088419,0.0006273965434088419,Albania,8f1ed6aab576314,"Vlora, Bashkia Vlorë, Vlorë County, Southern Albania, 9401-9403, Albania",0.2802038886258772,Point,"[19.47264217860592, 40.47990476593124]",
1132.2957316803584,west,16,151,0.8999996185302734,Lower slope (flat),ditch,1385,175581,70957,1.0295986502736254,0.25,0,0.31,0.01289425976574421,463.70287425315416,0.00046370287425315416,Albania,8f1ed41b461cd6c,"Rreth, Xhafzotaj, Bashkia Shijak, Durrës County, Northern Albania, 2019, Albania",0.17267500775614436,Point,"[19.539288622118413, 41.326868451032894]",
156.85785403480114,north,10,159,1.5,Lower slope (flat),canal,261,85284,12056,0.5119821631253249,0.29,0,0.26,0.0065030124969780445,364.520908390179,0.000364520908390179,Albania,8f1ed6b6a4cb823,"Mbrostar Ura, Bashkia Fier, Fier County, Southern Albania, 9315, Albania",0.22132756191176517,Point,"[19.66535928311415, 40.752159437022485]",
116.4088617540646,southwest,178,146,6.20001220703125,Lower slope (warm),drain,51,3380,2297,2.46223460367307,0.31,1,0.29,0.006546710152179003,544.549766409735,0.0005445497664097349,Albania,8f1ed0cc85a4749,"SH75, Mirovë (Mbrezhan), Mbrezhan, Këlcyrë, Bashkia Këlcyrë, Gjirokastër County, Southern Albania, 6402, Albania",0.21939302134395638,Point,"[20.22132661279588, 40.298562277014426]",
143.24652369125388,southwest,82,142,16.5,Lower slope (warm),river,758,77731,13523,8.173283484210438,0.24,0,0.39,0.013741268776357174,653.6977424876308,0.0006536977424876308,Algeria,8f3862c43b8a866,"RN 85, Kahouet Aibouche, Sidi Mezghiche, Sidi Mezghiche District, Skikda, Algeria",0.2716730682608446,Point,"[6.66402769480345, 36.7834725835474]",
887.8457328784857,northeast,53,152,34.400001525878906,Upper slope,coastline,6799,141562,64036,1.8930667695580268,0.26,1,0.43,0.013910850510001183,640.7988125474648,0.0006407988125474648,Algeria,8f382ed83831d6a,"Camp 6, Aïn El Bia, Bethioua District, Oran, 31200, Algeria",0.20002677514574943,Point,"[-0.284560075819271, 35.81499431233118]",
70.82730524771752,northwest,55,157,2.5,Lower slope (flat),stream,1284,911833,145101,0.7284357429137533,0.28,0,0.33,0.006885759998112917,5551.184454648471,0.005551184454648471,Algeria,8f3829b0e483c21,"El Bor, Meftah, Meftah District, Blida, Algeria",0.3349410848325833,Point,"[3.187146523164499, 36.61208429238533]",
791.4467687509364,south,231,165,2.399993896484375,Lower slope (warm),river,679,192518,96345,3.2654564961325874,0.29,0,0.38,0.020690448582172394,12133.418757275023,0.012133418757275024,Algeria,8f38622f610c24d,"Heliopolis, Heliopolis District, Guelma, 24008, Algeria",0.23777725846100012,Point,"[7.47087467092445, 36.48656548776714]",
-1,northwest,354,157,122.50001525878906,Upper slope,-1,374,43765,9047,12.935485852941733,0.31,0,0.35,0.007027374114841223,1023.0418750078385,0.0010230418750078385,Algeria,8f38226153309a8,"باب العسة, Bab El Assa, Bab El Assa District, Tilimsen, Algeria",<nil>,Point,"[-2.014193968295113, 34.97333377147631]",
4969.287764761287,southeast,255,156,10.100021362304688,Lower slope (warm),stream,255,63688,14747,5.2859824584291335,0.31,0,0.33,0.014005306176841259,10089.829254570232,0.010089829254570231,Algeria,8f38235ab0c388d,"Ain Larebaa, Sidi Safi, Beni Saf District, 46025, Algeria",0.1321979560973405,Point,"[-1.321172822154676, 35.264082030102266]",
-1,south,80,159,0,Upper slope (flat),-1,229,39413,18842,0,0.35,0,0.29,0.5096824169158936,23147.344535667544,0.023147344535667545,Algeria,8f38230a0d25146,"Aïn Témouchent, El Amria, El Amria District, 46006, Algeria",<nil>,Point,"[-0.998917556184251, 35.50512916930957]",
2076.969610430278,northwest,66,145,6.200000762939453,Lower slope (warm),drain,381,49611,16670,1.4572274034283728,0.26,0,0.36,0.0068758693523705006,12727.921690918538,0.012727921690918537,Algeria,8f38630a80e2c42,"El Matrouha, El Tarf, El Tarf District, El Tarf, 36000, Algeria",0.20456064468379678,Point,"[8.298225506969573, 36.72391588588586]",
1126.1509103298836,northeast,107,128,16.89999771118164,Lower slope,coastline,1001,209015,31351,19.207602866786633,0.29,2,0.37,0.02061092108488083,10683.507247997297,0.010683507247997296,Algeria,8f3875d2ea13b05,"Route de Boulimat, Taourirt, Bejaia, Bejaia District, Bejaia, 06000, Algeria",0.22232920633313152,Point,"[5.008107593801066, 36.78809457099412]",
2234.538846152904,west,363,159,16.70001220703125,Lower slope (warm),ditch,897,178407,80182,3.155387466672015,0.28,0,0.34,0.03457982838153839,1742.463874082533,0.001742463874082533,Algeria,8f3829dae516656,"Khemis Milana, Khemis Meliana District, Aïn Defla, 44019, Algeria",0.15385445415936616,Point,"[2.270328991084402, 36.2665609551064]",
2556.6903113050216,north,38,166,4.299999237060547,Lower slope (flat),pond,605,96639,42509,2.2961781155800365,0.29,0,0.34,0.013758361339569092,5890.956987124904,0.005890956987124904,Algeria,8f386226c30589b,"RN 84, Ain Berda, Ain Berda District, Annaba, 36200, Algeria",0.16724714930265272,Point,"[7.697747371275406, 36.687610696212715]",
-1,northwest,626,155,89.800048828125,Lower slope (warm),-1,483,120897,18044,5.52230546477513,0.33,0,0.29,0.10356874018907547,24980.029182734077,0.02498002918273408,Algeria,8f3875252440703,"محطة اعادة رسكلة النفايات MILANET, Evitement Ouest de Mila, Baba Rabah, Mila, Mila District, Mila, 43000, Algeria",<nil>,Point,"[6.224053647195769, 36.40375836151719]",
3544.9463389438124,northwest,746,159,53.60003662109375,Upper slope (warm),stream,168,31536,6390,2.3448048584234003,0.32,0,0.36,0.007029280532151461,918.9818290013155,0.0009189818290013155,Algeria,8f3804a68270706,"Ballaila, Chettouane Belaila, Ben Badis District, Sidi Bel Abbès, Algeria",0.08465434927419184,Point,"[-0.80049059959412, 34.95119382807859]",
5532.238495204522,northwest,707,152,29.4000244140625,Lower slope (warm),stream,38,7273,1404,4.819133556433429,0.25,0,0.39,0.014058100059628487,1540.558407513695,0.0015405584075136951,Algeria,8f380516019d348,"Doui Thabet, Youb District, Saïda, Algeria",0.09677182838878846,Point,"[-0.056100731744586, 34.95446472903872]",
-1,northeast,79,143,0,Lower slope (warm),-1,96,24017,3488,3.486912432268375,0.31,1,0.33,2.478101968765259,2016.3300788066883,0.0020163300788066884,Algeria,8f3862a8634e44c,"CW 12, Dem El Begrat, Ben Azouz, Daira Ben Azzouz, Skikda, Algeria",<nil>,Point,"[7.214701772211015, 36.85706607618272]",
-1,northwest,125,154,45.69999694824219,Upper slope (warm),-1,571,127536,29484,6.0835682228958055,0.21,1,0.43,0.013913886621594429,3181.8962694524257,0.0031818962694524257,Algeria,8f382e1aab0ed53,"Douar Hamaymia, Touahria, Mesra District, Mostaganem, 27013, Algeria",<nil>,Point,"[0.218092683433305, 35.797237190170996]",
426.61853667279416,southeast,189,163,43.30000305175781,Lower slope (warm),river,953,117410,77985,0.3788915296879193,0.33,0,0.3,0.006998043041676283,17618.449314919628,0.017618449314919626,Algeria,8f3823428d246a3,"CW 59A, Aïn Témouchent, Ouled Kihal, El Malah District, 46013, Algeria",0.2577593167638593,Point,"[-1.173852011243654, 35.317974672151756]",
35.30010901165454,northwest,350,156,0,Upper slope (warm),pond,246,184692,19329,7.668314723553207,0.24,0,0.43,0.11773254722356796,2782.8588914646143,0.0027828588914646144,Algeria,8f382889b46ca9c,"Menasria, Oum Drou, Chlef District, Chlef, Algeria",0.3504609075124674,Point,"[1.443032279737638, 36.15972533619455]",
1438.452928727395,west,19,166,4.799999237060547,Upper slope (flat),stream,179,110666,27800,0.7288624080838647,0.24,0,0.42,0.013743061572313309,848.2379104886347,0.0008482379104886347,Algeria,8f386236a233666,"CW 120, Zourami ali 2, El Heraicha, El Hadjar, El Hadjar District, Annaba, 36049, Algeria",0.16262814803249298,Point,"[7.58942604537378, 36.773292453898044]",
1805.2602142725077,southeast,625,153,6,Lower slope (warm),river,1421,32894,12761,0.9274099368650546,0.28,0,0.36,0.028061963617801666,8218.04883426774,0.00821804883426774,Algeria,8f38236a6baa66c,"CW 78, Sidi Ali Boussidi, Sidi Ali Boussidi District, Sidi Bel Abbès, Algeria",0.2028112436095257,Point,"[-0.839120107056593, 35.11214508178332]",
3224.000446362807,south,169,156,50.100006103515625,Upper slope (warm),canal,1151,262845,75593,2.500834040817026,0.24,0,0.42,0.0069669438526034355,2494.3206930289125,0.0024943206930289124,Algeria,8f38233763a02e3,"Hassi Bounif, Bir El Djir District, Oran, Algeria",0.16666425514765393,Point,"[-0.448161331980125, 35.680625619731735]",
57.90444179107055,north,74,108,0,Lower slope,river,61,11918,3150,13.466423734706407,0.2,2,0.42,3.5682809352874756,1473.1587865259949,0.001473158786525995,Algeria,8f38758de2c20e5,"RN 43, Taza, Aftis, El Aouana, El Aouana District, Jijel, Algeria",0.3245827644222735,Point,"[5.56414178736144, 36.745744283485365]",
442.41308066257386,southwest,500,157,94.10000610351562,Peak/ridge (warm),river,715,22088,7167,4.600643304109642,0.29,0,0.39,0.007044652011245489,1259.5724266287275,0.0012595724266287276,Algeria,8f3804894b2db1a,"Sidi Medjahed, Béni Boussaïd District, Tilimsen, Algeria",0.21277602365322204,Point,"[-1.625048271436967, 34.76867007538369]",
28.096062330791526,northeast,137,154,2.70001220703125,Lower slope (flat),stream,1613,107153,32491,1.308675570389769,0.27,0,0.38,0.013793294318020344,11082.818800379671,0.011082818800379672,Algeria,8f3874324541a91,"Laazib, Akbou, Akbou District, Bejaia, 06001, Algeria",0.3917449300486475,Point,"[4.592542792011184, 36.489415298020084]",
723.8117841630273,southeast,51,135,0,Lower slope (warm),coastline,6347,101253,57819,10.126788103992222,0.26,4,0.38,0.6098076701164246,4515.766511809395,0.004515766511809394,Algeria,8f3862d6c8b4a12,"مفرغة عمومية, Voie Rapide Collo - Kerkera, Boumehadjer, Collo, Collo District, Skikda, 21210, Algeria",0.2530534739450745,Point,"[6.556501790213589, 36.99270967064873]",
2157.1285296283536,southeast,50,149,22.000001907348633,Lower slope (warm),river,200,34180,13672,9.255450097170947,0.26,0,0.4,0.020620638504624367,3279.9648491278685,0.0032799648491278685,Algeria,8f386319955c319,"Bouteldja, Bouteldja District, El Tarf, Algeria",0.16640582784346236,Point,"[8.174185429002563, 36.750404246384875]",
2693.8175523199698,northeast,93,163,28.199996948242188,Upper slope,reservoir,321,79503,12570,6.43732542610539,0.23,0,0.46,0.020635012537240982,8417.794905887491,0.008417794905887491,Algeria,8f3862265091410,"Aïn Sayd, Ain Berda, Ain Berda District, Annaba, Algeria",0.19621703378471866,Point,"[7.642890184620109, 36.69780088568429]",
2163.0044296596143,north,90,164,0,Lower slope (flat),pond,11538,1.092133e+06,312009,1.1996684449751205,0.25,0,0.39,0.654973566532135,1886.9291518940977,0.0018869291518940976,Algeria,8f38233236944ce,"Cité 344 logements, Sidi Maarouf, Sidi Chami, Es Senia District, Oran, 31028, Algeria",0.19365194565821003,Point,"[-0.546512433790141, 35.67522240143689]",
961.8889467009884,northwest,47,147,8.600000381469727,Valley,river,2095,35043,19188,6.7806404432735885,0.26,3,0.38,0.048251673579216,4605.017739949689,0.004605017739949689,Algeria,8f382d49562c303,"Sidi El Kassadi, Damous, Damous District, Tipaza, 42014, Algeria",0.2310707743707915,Point,"[1.695269187451638, 36.53148171539359]",
85.63612581205271,west,84,161,0.09999847412109375,Lower slope (flat),river,2133,206961,80280,1.5683700904130116,0.3,0,0.33,0.04828270524740219,7699.209752986195,0.0076992097529861945,Algeria,8f38298a6440a96,"Mouzaia, Mouzaïa District, Blida, 09200, Algeria",0.3295365624757,Point,"[2.651919929570152, 36.47918282092614]",
404.01641494316885,northeast,37,156,15,Valley,stream,3395,372663,138057,3.6143540571761896,0.27,0,0.38,0.4469454288482666,19540.288405729796,0.019540288405729796,Algeria,8f395a6b4a60c49,"Corso, Boumerdes District, Boumerdes, 35014, Algeria",0.3022743678898914,Point,"[3.452508196283441, 36.72436553438207]",
1090.7516177745879,northwest,105,149,32.30000305175781,Lower slope,basin,1058,207867,118142,5.448087540995889,0.29,0,0.32,0.0068712420761585236,15548.406782386832,0.015548406782386831,Algeria,8f3875b9ea89465,"El Djarf, Jijel, Jijel District, Jijel, 18000, Algeria",0.23279013957263986,Point,"[5.752524652615914, 36.77662285498725]",
2548.4784307468367,southwest,48,156,14,Lower slope (warm),pond,250,44584,23673,2.027839345031339,0.24,0,0.41,0.020589865744113922,26882.263840528198,0.0268822638405282,Algeria,8f3862ac3d4e656,"Treat, Berrahal District, Annaba, Algeria",0.21819818704726668,Point,"[7.434795046424608, 36.86563503971236]",
3697.6920138631785,northwest,246,159,13,Upper slope (warm),water,511,87877,39520,2.7425725445083966,0.26,0,0.42,0.02082512527704239,6210.689106875074,0.006210689106875074,Algeria,8f382e129b2d70e,"CW 3, Sour, Aïn Tedles District, Mostaganem, 27001, Algeria",0.16456879610343617,Point,"[0.31916833245458, 35.97291023255564]",
-1,northeast,165,161,34.30000305175781,Upper slope,-1,333,58167,15875,2.399760753449054,0.25,0,0.39,0.006956914439797401,1164.1260589992235,0.0011641260589992234,Algeria,8f382e31e88c66a,"Oued El Djemaa, El Hamadna District, Relizane, 480021, Algeria",<nil>,Point,"[0.715763762127019, 35.79749568851587]",
2178.631376563807,north,28,149,2.8999996185302734,Lower slope (flat),coastline,4234,509187,172177,0.9888199018246404,0.28,1,0.33,0.006873035337775946,1747.9044730371297,0.0017479044730371296,Algeria,8f395a793861645,"Belgourari Ali, Reghaia, Rouiba District, Algiers, 3555, Algeria",0.16853176604797857,Point,"[3.38307345827264, 36.75693879096567]",
3828.0751149530383,northeast,590,151,97.10003662109375,Upper slope,river,207,167806,12004,7.124295745279859,0.28,0,0.33,0.007034568581730127,8861.702985719283,0.008861702985719283,Algeria,8f38048e43b2995,"CW 45, Beni Mester, Mansourah District, Tilimsen, 13061, Algeria",0.1536707057620003,Point,"[-1.428117389460505, 34.888571795646214]",
3570.0664142613637,north,288,159,53.10002136230469,Upper slope (warm),river,742,157055,32284,3.782831682103792,0.29,0,0.33,0.006918752565979958,8662.659850149417,0.008662659850149418,Algeria,8f3828aa1d1c32c,"Dhaia, Ain Defla, Ain Defla District, Aïn Defla, Algeria",0.16261081629093188,Point,"[1.881259690288865, 36.23651034386456]",
395.1886541321914,northeast,15,151,2.8000011444091797,Upper slope (flat),river,11340,1.130403e+06,379013,0.4943748338699589,0.27,0,0.37,0.006874567829072475,6205.709732492226,0.006205709732492226,Algeria,8f395a4d89368ac,"Masjid El Bachir el ibrahimi, Rue Hamiz 5, Hamiz 5, Si Smail, Burj Al Kifan, Dar El Beida District, Algiers, 16017, Algeria",0.287620904168858,Point,"[3.2395826624347, 36.73915841529886]",
12.191747972030052,east,92,157,16.900001525878906,Lower slope (warm),stream,426,38292,14009,6.136916218048143,0.26,0,0.41,0.17417152225971222,298.2250749921882,0.0002982250749921882,Algeria,8f38231566c0c98,"El Ançor, Aïn Turk District, Oran, Algeria",0.3273902534212659,Point,"[-0.899722101660619, 35.68072215913737]",
